MAGPIID,Ha,Ha_err,Hb,[OI]6302,[OIII]5008,[NII]6585,[SII]6718,"type(sf+AGN=0, sf=1, sy=2, ln=3)","type(sf=1, sy=2, ln=3) SII","type(sf=1, AGN>1) NII",SFR,SFR_err,"re, arcsec","re, kpc"
1201197192,0.0,,0.0,128.3732,405.64783,815.3795,0.0,0.0,0.0,2.0,,,1.052,48.237594145598706
1201197199,0.0,,0.0,93.13379,404.24445,0.0,0.0,0.0,0.0,0.0,,,1.175,54.00441815358477
1202197197,16505.285,2.0540894486708218e-16,3179.6416,4663.3076,1330.2783,7689.7227,4553.3726,1.0,1.0,0.0,0.9560942608024336,0.32441969160922146,2.224,83.51928347305228
1203040085,265.971,inf,0.0,352.46606,669.4203,2135.7007,0.0,2.0,2.0,2.0,inf,inf,1.092,44.44806309942094
1203070184,0.0,,0.0,173.73975,731.8509,0.0,0.0,0.0,0.0,0.0,,,1.348,54.0579586021266
1203195161,10871.052,9.620922764602375e-17,2413.32,1575.62,252.95439,3832.7786,2542.0898,1.0,1.0,0.0,0.4180256483071276,0.13741325385798256,1.69,60.35325553176565
1203196196,0.0,,0.0,539.86115,1344.2925,828.4878,0.0,0.0,0.0,2.0,,,1.911,76.9223859087829
1203230310,0.0,,0.0,19.531483,0.0,52.18901,0.0,0.0,0.0,0.0,,,0.9499999999999998,38.48243559341318
1204141177,0.0,,0.0,358.00668,2441.9385,0.0,566.12756,0.0,0.0,0.0,,,1.892,23.317657450860022
1204198199,765.1166,3.9672356594908646e-15,43.924797,129.21397,803.2958,2335.0706,0.0,0.0,1.0,0.0,0.7465236624353467,7.536329510662749,1.99,81.95907826011015
1205093221,1709.6273,1.6909202499571733e-14,25.762371,903.0259,1533.9148,2930.623,2532.5552,0.0,2.0,2.0,25.552828274099728,26.643000070220584,1.207,45.27363025251082
1205197197,11050.397,1.4699481216188684e-16,2227.497,1241.3392,8879.554,12422.639,4946.078,0.0,2.0,2.0,0.5794275718901938,0.23197829549684887,1.725,64.75448016576402
1206110186,0.0,,0.0,173.76353,1435.2142,196.12755,0.0,0.0,0.0,2.0,,,1.643,55.87004716165526
1206196198,0.0,,0.0,135.73862,928.6932,1189.7805,0.0,0.0,0.0,2.0,,,1.713,73.32646525024934
1206276211,0.0,,0.0,220.32474,673.85864,360.93384,0.0,0.0,0.0,2.0,,,1.211,41.373450507469535
1207128248,22220.445,1.272238058120048e-16,4386.915,2925.0957,35072.51,14536.258,8023.405,2.0,2.0,2.0,1.5251919831759164,0.2511722190433176,1.473,61.84611244838624
1207197197,38673.812,1.111052565104522e-16,9186.449,769.59973,14057.278,35291.305,239.56392,0.0,1.0,2.0,1.7685509551099394,0.21871772995064886,1.756,73.62193917815844
1208197197,217.15735,inf,0.0,215.3729,1448.862,3779.9885,1446.9178,2.0,2.0,2.0,inf,inf,1.256,48.79076278071146
1209131247,4477.807,6.825809955307163e-17,890.2015,594.7617,595.7062,2323.4014,1444.1752,0.0,1.0,0.0,0.25008986428560015,0.1113249835931012,1.129,43.084515624652106
1209197197,2831.2427,3.9850355180255835e-15,131.10431,1061.2887,2171.1396,4581.6016,2356.5825,0.0,2.0,2.0,3.789291862292291,6.499360758164559,1.602,61.13498142665428
1501176107,0.0,,0.0,241.50589,590.772,164.09964,93.38459,2.0,0.0,2.0,,,1.355,54.37933511228161
1501196198,68.963394,inf,0.0,483.2646,1202.8208,1290.2257,0.0,2.0,2.0,2.0,inf,inf,2.309,92.87352223968682
1501224275,3327.9194,1.2333647547981978e-16,416.67725,105.57609,414.37665,1961.1235,409.0863,0.0,1.0,2.0,0.5734110413476429,0.22648055967071215,0.947,38.34667618637931
1501339278,58.359417,1.32677397978948e-18,48.912598,46.313087,220.67845,238.66959,0.0,0.0,1.0,0.0,0.00015768251170065895,0.0024110861692152987,0.846,34.078957841342984
1502197197,1396.3042,inf,0.0,252.26964,1073.388,4003.9434,434.8295,2.0,2.0,2.0,inf,inf,1.371,52.46222685594234
1502277280,139.33745,inf,0.0,72.85329,472.25278,633.2641,395.6176,2.0,2.0,2.0,inf,inf,0.794,30.288565751148663
1503197197,79.22966,1.2953050160741815e-17,30.878563,174.79506,491.8493,876.0246,160.96297,0.0,3.0,0.0,0.000958346056427848,0.01985033452017843,1.049,38.80444074242205
1503208231,5158.4146,8.943439108027358e-17,1030.1252,889.2845,603.1864,2703.1921,1535.1123,0.0,1.0,0.0,0.2706466510921404,0.13837313773658155,1.255,46.64717980747758
1505197196,0.0,,0.0,0.0,192.63708,178.60693,0.0,0.0,0.0,2.0,,,0.935,38.69184657165368
1505271308,7647.788,3.7955021739349637e-17,1832.9186,2799.1353,679.9519,2325.6152,2871.7498,1.0,1.0,0.0,0.04285048232166706,0.009334465536246058,1.056,15.648837234213246
1506211197,75.193275,inf,0.0,193.1348,655.5032,1499.0044,289.12665,2.0,2.0,2.0,inf,inf,0.9899999999999999,37.91243695223698
1506279269,14832.74,1.2365072485107173e-16,2956.5369,1249.0415,1166.3435,6886.8496,5581.0806,1.0,1.0,0.0,0.8314160413564113,0.2035562853254963,1.62,62.11078080615715
1507084083,25495.09,3.565434085392086e-17,6033.8613,4440.6943,10401.363,5056.75,7574.408,1.0,1.0,0.0,0.7150469461046239,0.04270401093342993,1.066,34.861284226139034
1507196198,0.0,,0.0,70.11722,668.67737,0.0,0.0,0.0,0.0,0.0,,,1.087,44.55555295527219
1508197198,5898.162,3.788199910583186e-16,832.60486,463.54407,361.16635,2802.3418,1571.6893,1.0,1.0,0.0,0.8100018332132436,0.7201497940605807,2.124,87.50997046380957
1509126271,9213.09,3.790370169777808e-16,1329.2844,2719.291,824.5541,7814.423,5890.8877,0.0,1.0,2.0,0.07136225727463964,0.04262415774991031,2.648,26.534635269291876
1509199156,2066.685,inf,0.0,830.2926,4265.269,12665.777,2979.8574,2.0,2.0,2.0,inf,inf,3.133,113.72577454122326
1509231092,0.0,,0.0,47.189445,124.24803,0.0,0.0,0.0,0.0,0.0,,,0.8260000000000001,29.716220387153285
1511197198,1774.4218,inf,0.0,449.17752,674.2082,4352.1353,1892.3643,2.0,2.0,2.0,inf,inf,2.339,88.53112612206154
1511283231,5338.7524,1.0541244403763236e-16,889.2056,636.0054,576.8684,3823.4785,2476.3486,0.0,1.0,2.0,0.43482177056380195,0.17045316125550147,1.173,44.57205420287552
1512197195,0.0,,0.0,21.589766,312.99518,53.122166,0.0,0.0,0.0,2.0,,,1.046,43.87036243970131
1523197197,0.0,,0.0,151.68541,985.22705,583.2244,0.0,0.0,0.0,2.0,,,1.371,49.34329821117507
1524197197,3802.0757,inf,0.0,461.73126,0.0,9813.478,5343.617,0.0,0.0,0.0,inf,inf,1.327,57.59135420832236
1524243357,0.0,,0.0,210.88086,0.0,342.58832,0.0,0.0,0.0,0.0,,,1.009,43.636475298955226
1525170222,171.28284,inf,0.0,47.543083,970.0839,2917.8506,0.0,2.0,2.0,2.0,inf,inf,1.314,54.971346820836665
1525196197,0.0,,0.0,49.645912,533.69867,167.62025,0.0,0.0,0.0,2.0,,,1.421,58.99649198453242
1526198197,4381.503,2.567508641634431e-14,81.73826,2675.7354,2316.2476,6546.539,6149.6963,0.0,2.0,2.0,44.81468095114046,44.092911979424564,1.688,66.10113629314064
1527196197,131.87479,inf,0.0,101.42376,372.77158,1242.4163,0.0,2.0,2.0,2.0,inf,inf,1.032,38.54154916085081
1528197197,11788.711,3.1362689314393626e-16,1961.1919,3241.4568,1116.7812,6506.7114,3618.805,0.0,1.0,0.0,1.1837637738397337,0.6236555954194579,2.085,87.85770856365292
1529198197,0.0,,0.0,102.837296,769.52765,872.0322,1064.1956,2.0,0.0,2.0,,,1.066,48.66591878569621
1530197196,0.0,,0.0,153.8508,587.9368,0.0,0.0,0.0,0.0,0.0,,,1.061,42.739685897949066
1531194196,0.0,,0.0,591.3537,1667.5714,3101.0317,2551.553,2.0,0.0,2.0,,,1.24,56.8771246618798
1533122361,1264.9314,inf,0.0,807.79205,1109.3154,3670.7766,1954.2106,2.0,2.0,2.0,inf,inf,1.041,18.284686362630364
1533176049,2906.313,4.890504819979783e-16,375.0769,426.35135,222.02469,2470.0154,962.3353,0.0,1.0,2.0,0.4810523841686028,0.9215537071215814,1.368,56.11482671959921
1533197198,8152.964,1.6872181394517832e-16,1354.4902,1354.504,1384.0542,6287.9346,3238.855,0.0,1.0,2.0,0.7832706738219756,0.32004179278085965,1.28,52.678784811199414
1534149233,0.0,,0.0,39.34401,695.4686,225.24226,0.0,0.0,0.0,2.0,,,1.254,50.891091041536924
1534176099,0.0,,0.0,57.588318,661.46906,113.27976,0.0,0.0,0.0,2.0,,,1.155,46.45687231998192
1534198197,233.07263,inf,0.0,124.369125,3046.2466,3705.8296,1318.5244,2.0,2.0,2.0,inf,inf,2.324,94.76948565335977
1534224157,0.0,,0.0,62.343246,331.9109,487.64453,0.0,0.0,0.0,2.0,,,1.1,44.09607526641361
1534302074,0.0,,0.0,86.05577,543.00543,0.0,0.0,0.0,0.0,0.0,,,0.8340000000000001,33.62061731536436
2301064121,10969.316,1.6052971777190363e-16,1631.4435,792.0519,219.44318,3358.8013,2107.0415,1.0,1.0,0.0,1.1453184534152356,0.2599841627099294,1.1,41.830827877557006
2301109255,8546.935,6.969747261586157e-17,1555.1101,1198.8735,374.41153,3424.5222,2227.5225,1.0,1.0,0.0,0.5709694972015411,0.11208639604010949,1.178,44.63970103535539
2301196197,0.0,,0.0,1316.7902,595.7389,95.34696,0.0,0.0,0.0,2.0,,,1.488,57.38193781029504
2301269327,14707.348,1.1788424288730463e-16,2732.342,7762.6914,5209.121,10438.748,10802.723,0.0,3.0,2.0,0.9745513360231697,0.1967838891993189,1.423,54.93888484122192
2301290261,513.7655,inf,0.0,1032.1249,860.06384,1591.8771,867.5525,2.0,2.0,2.0,inf,inf,1.008,38.82662893913671
2302196199,0.0,,0.0,322.17316,932.3313,588.3942,0.0,0.0,0.0,2.0,,,2.221,83.83433847488604
2302197233,1065.572,inf,0.0,58.939842,597.2914,1975.1108,339.69116,2.0,2.0,2.0,inf,inf,1.418,53.650258327652686
2303030270,0.0,0.0,1833.1102,0.0,1482.7963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143,76.37389333267326
2303141049,0.0,,0.0,115.30212,595.4901,0.0,0.0,0.0,0.0,0.0,,,0.963,64.71713054454791
2303197196,3579.9963,1.688233977763858e-16,710.06714,294.75485,297.3026,1582.275,168.69046,1.0,1.0,0.0,0.2835398532454993,0.38848879249757345,2.023,91.7015889166127
2304104201,14537.279,1.1493898446540068e-16,3354.7793,7015.285,938.6463,5152.9277,3780.0356,1.0,1.0,0.0,0.5542607711698105,0.17712780939315012,1.372,50.89461794061287
2304196198,4354.764,1.876513209175941e-14,82.20668,1533.7332,1902.0044,7282.925,3787.072,0.0,2.0,2.0,38.18012132475267,28.345899346213855,1.333,48.956178092822114
2304216163,26364.12,5.064749245053497e-17,5981.9883,4011.979,0.0,6082.718,13938.298,1.0,1.0,0.0,0.3593642741904897,0.026893493107212146,1.34,29.178131742168578
2305197198,0.0,,0.0,0.0,409.04343,401.80197,0.0,0.0,0.0,2.0,,,1.022,42.3537830180577
2306197198,0.0,,0.0,28.159431,435.52173,0.0,0.0,0.0,0.0,0.0,,,1.1,45.0221206666182
2306319078,38322.24,1.5958185708944132e-16,11071.952,5656.838,13585.491,7681.9775,16525.984,1.0,1.0,0.0,0.05977352530518967,0.016420805345715765,2.799,26.829737076998928
2307197200,682.9678,inf,0.0,467.28568,0.0,4316.4575,1283.572,0.0,0.0,0.0,inf,inf,1.583,70.03178264419783
2307228105,1126.3186,4.733856392045449e-16,85.80748,298.13165,0.0,1377.6033,563.7269,1.0,1.0,0.0,0.6771766554204441,1.026857282301092,1.177,51.8002691466062
2308198197,7137.978,4.2280340547281785e-15,356.4345,1115.9811,1757.8999,8568.708,3182.8809,0.0,2.0,2.0,11.75582737553181,10.002423252223489,1.508,69.30950006434539
2309183169,30423.186,1.0512069912715027e-16,7521.8916,13799.771,4612.6045,17659.215,12775.417,0.0,1.0,0.0,0.25325115987395347,0.04110550109102198,1.6,29.897431872528568
2309198195,8300.893,9.626553703992259e-17,1681.2554,5297.3384,2523.3394,6784.079,7611.4,0.0,3.0,2.0,0.5585275794410121,0.19698211744123187,1.28,54.71368939023945
2310167176,173167.69,2.235482491174109e-16,37341.56,16439.271,48944.62,141511.92,33097.68,0.0,1.0,2.0,7.35330234789099,0.3309473706472747,1.062,38.61236448178711
2310167320,392.90686,inf,0.0,646.8239,0.0,3983.0317,3248.54,0.0,0.0,0.0,inf,inf,1.152,25.022684948840393
2310199196,8153.238,9.247775290523399e-16,944.4528,3327.4854,2960.8242,11835.67,4971.8906,0.0,2.0,2.0,1.342953452528131,1.3701759205148094,2.213,80.4931631756451
2310313103,17389.596,2.323290008214373e-16,3335.356,4570.0586,928.5192,6773.438,3756.6733,1.0,1.0,0.0,0.9617754823292114,0.3470165813814484,1.94,70.84891117845389
2311197197,0.0,,0.0,100.635315,0.0,370.74194,0.0,0.0,0.0,0.0,,,0.8029999999999999,35.107234774281025
